RELATÓRIO DE VAGAS - JOINVILLE/SC
Período: 01/06/2026 a 29/06/2026
Gerado em: 29/06/2026 13:44
Total de vagas: 225
Administrativo: 9; | Operacional: 105; | Técnico: 6; | Geral: 105


🔴 ÚLTIMOS 7 DIAS - 49 vagas

Período;Categoria;Mês Ref.;Data;Hora;Cargo;Empresa;Cidade;Bairro;Salário;Horário;Contrato;Escolaridade;Email;WhatsApp;Telefone;Benefícios;Requisitos;Atividades;Experiência;Link Vaga;Link Mensagem;Fonte;Descrição
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;23/06/2026;11:46;Vaga Disponível;com modelos retrátil e a gás;Joinville/SC;;;;;;;(47) 99243-7160;;;;;com modelos retrátil e a gás, esta vaga é para você Compareça: Rua Mal. Deodoro, 184. Dúvidas: (47) 99243-7160✔https://tinyurl.com/EMPLOYER15;;https://t.me/c/1191506085/172248;Empregos Joinville e Região;Vaga disponível: Estoquista/Almoxarife em Joinville/SC! Se você possui curso de empilhadeira e experiência com modelos retrátil e a gás, esta vaga é para você Compareça: Rua Mal. Deodoro, 184. Dúvidas: (47) 99243-7160✔https://tinyurl.com/EMPLOYER15
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;23:49;Vendedor;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/172235;Empregos Joinville e Região;https://jobs.recrutei.com.br/bm-vagas/vacancy/144561-vendedor-interno-televendas
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;23:49;Auxiliar De Cozinhaauxiliar De;"Auxiliar de Cozinha

Auxiliar de Cozinha";Joinville/SC;;R$2200,00;;Contrato;;;;;;;;;;https://t.me/c/1191506085/172231;Empregos Joinville e Região;Auxiliar de CozinhaAuxiliar de CozinhaBuffet de Comida a KgSalário: R$2200,00 (R$ 2300,00 após a experiência) Vale alimentação: R$300,00 (após experiência)+ Seguro de vida+ Plano odontológico +Vale transporte+ Prêmio por Assiduidade (R$200,00 após experiência) 1 hora de intervalo Escala 6x1, 1 domingo por mês.+ 1 Folga Bônus Gratificação.Vaga FemininaFalar o Português BrasilContrato registrado em Carteira 7:00 às 15:20
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;23:49;Contrata Lavador De;;Joinville/SC;Adhemar Garcia;;;;;;47996918526;;;;;47996918526;;https://t.me/c/1191506085/172206;Empregos Joinville e Região;Contrata lavador de carro que resida no bairro Adhemar Garcia ou bairros próximos com experiência:47996918526
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;23:49;Vaga Para Inicio;Fornecida pela Empresa;Joinville/SC;;R$ 2250,00.;;;;;47 98489-5302;;;;;;;https://t.me/c/1191506085/172204;Empregos Joinville e Região;*VAGA PARA INICIO IMEDIATO*Segunda a Sexta Feira5:00 as 14:18 7:30 as 17:00*Salário:*R$ 2250,00.R$ 2300,00 *(Após 90 dias)**Prêmio Assiduidade:*•R$ 350,00 *(A partir da contratação)*. •Podendo chegar a R$500,00*(Conforme critérios estabelecidos pela empresa)**V.T ou Vale Combustível*(Não temos fretado)*Refeição:* Fornecida pela Empresa *(Sem custo para o funcionário)**Seguro de Vida:*Pago pela empresa*(Sem custo para o funcionário)*Interessados enviar o *PDF DA CARTEIRA DE TRABALHO* para 47 98489-5302
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;23:49;Vagas Abertasa Tupy;Privada;Joinville/SC;Centro;R$ 2.620,60;;;;;;;• Plano de Saúde• Plano Odontológico• Prêmio Assiduidade• Remuneração Variável (PRT)• Previdência Privada• Convênios• Seguro de Vida em Grupo• Associação Atlética Tupy (AAT)• Cartão de Facilidades• Refeição na Empresa• Transporte Fretado ou Vale-Transporte Interessados podem comparecer em nossa agên;;;;;https://t.me/c/1191506085/172201;Empregos Joinville e Região;TUPY – VAGAS ABERTASA Tupy está com oportunidades para contratação!✅ Operador de Usinagem – 15 vagas✅ Preparador Fusão – 25 vagas✅ Operador de Produção (Macharia) – 10 vagas✅ Operador de Acabamento – 15 vagas✅ Operador de Empilhadeira – 10 vagas Salário: a partir de R$ 2.620,60 Benefícios:• Plano de Saúde• Plano Odontológico• Prêmio Assiduidade• Remuneração Variável (PRT)• Previdência Privada• Convênios• Seguro de Vida em Grupo• Associação Atlética Tupy (AAT)• Cartão de Facilidades• Refeição na Empresa• Transporte Fretado ou Vale-Transporte Interessados podem comparecer em nossa agência com a Carteira Digital de Trabalho na terça-feira (23/06), às 14h. Empregador RH & ServiçosRua Rio Branco, 320 – Centro – Joinville/SC
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;23:49;Pretendida;Convênio com a academias;Joinville/SC;;;;;;;;;Vale AlimentaçãoApós a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.;;;;;https://t.me/c/1191506085/172198;Empregos Joinville e Região;Benefícios:Vale AlimentaçãoApós a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;16:46;Vaga Urgente;;Joinville/SC;;R$ 2.112,00;de trabalho:Manhã, Tarde e Noite;;;;47 8822-0545;;✅ Refeitório no local✅ Prêmio Assiduidade de R$ 283,00✅ Transporte fretadoApós efetivação:✅ Plano de Saúde✅ Plano Odontológico✅ PPR✅ Seguro de Vida✅ Desconto em produtos✅ Convênio com farmácia Horário de trabalho:Manhã, Tarde e Noite. Interessados, entrar em contato com pelo WhatsApp: Kauany 47 8822;;;;;https://t.me/c/1191506085/172129;Empregos Joinville e Região;VAGA URGENTE – OPERADOR(A) DE PRODUÇÃO | BRITÂNIAA Pronta RH está com vagas temporárias para OPERADOR DE PRODUÇÃO Salário: R$ 2.112,00 Benefícios:✅ Refeitório no local✅ Prêmio Assiduidade de R$ 283,00✅ Transporte fretadoApós efetivação:✅ Plano de Saúde✅ Plano Odontológico✅ PPR✅ Seguro de Vida✅ Desconto em produtos✅ Convênio com farmácia Horário de trabalho:Manhã, Tarde e Noite. Interessados, entrar em contato com pelo WhatsApp: Kauany 47 8822-0545Participe do processo seletivo!
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;16:46;Vaga Para Rh;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/172127;Empregos Joinville e Região;Vaga para RH em Joinville para candidatar-se através do link abaixo:https://www.acevilletransportes.com/vagasjoinville
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;16:46;Destaque Da Semana Para Joinville;;Joinville/SC;;;;;;rh01@jdunit.com;(47) 99626-9310;;;;;;;https://t.me/c/1191506085/172121;Empregos Joinville e Região;VAGA DESTAQUE DA SEMANA PARA JOINVILLE, SC! Acesse nossa plataforma e confira mais oportunidades de trabalho: https://www.rhjdunit.com.br/vagas-joinville-scContato em caso de dúvidas: | rh01@jdunit.com ou Whastapp (47) 99626-9310
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;16:46;Temos Vagas Em;e vivência com empilhadeira retrátil e a gás;Joinville/SC;;;;;Médio Completo;;(47) 99243-7160;;;✔ Curso de Operador de Empilhadeira ativo✔ Experiência e vivência com empilhadeira retrátil e a gás✔ Ensino Médio completo ou cursando CONFERENTE DE LOGÍSTICA Requisitos:✔ Ensino Médio completo ou cursando✔ Experiência na função✔ Vivência com logística reversa Joinville/SC Interessados, entre em con;;e vivência com empilhadeira retrátil e a gás✔ Ensino Médio completo ou cursando CONFERENTE DE LOGÍSTICA Requisitos:✔ Ensino Médio completo ou cursando✔ Experiência na função✔ Vivência com logística re;;https://t.me/c/1191506085/172111;Empregos Joinville e Região;TEMOS VAGAS EM JOINVILLE! ESTOQUISTA ALMOXARIFE Requisitos:✔ Curso de Operador de Empilhadeira ativo✔ Experiência e vivência com empilhadeira retrátil e a gás✔ Ensino Médio completo ou cursando CONFERENTE DE LOGÍSTICA Requisitos:✔ Ensino Médio completo ou cursando✔ Experiência na função✔ Vivência com logística reversa Joinville/SC Interessados, entre em contato pelo WhatsApp:(47) 99243-7160https://tinyurl.com/EMPLOYER15
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;16:46;Vagas De Carpinteiro;;Joinville/SC;;;;;;;47996478205;;;;;;;https://t.me/c/1191506085/172109;Empregos Joinville e Região;Vagas de carpinteiro e sinaleiro.,pagando bem para Joinville. ^47996478205
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;16:46;Pretendida;Convênio com a academias;Joinville/SC;;;;;;;;;Vale AlimentaçãoApós a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.;;;;;https://t.me/c/1191506085/172099;Empregos Joinville e Região;Benefícios:Vale AlimentaçãoApós a experiência, oferecemos os seguintes benefícios:Plano de SaúdePlano OdontológicoConvênio FarmáciaConvênio com a academiasNo assunto, informar a vaga pretendida.
ÚLTIMOS 7 DIAS;Administrativo;JUNE/2026;22/06/2026;16:46;Auxiliar Financeiro;Tipo de;Joinville/SC;;R$ 2.000,00;;CLT;;;;;"✅ Remuneração: R$ 2.000,00;✅ Vale Alimentação/Refeição;✅ Vale Transporte;✅ Oportunidade de desenvolvimento profissional;✅ Ambiente de trabalho colaborativo e organizado. Jornada de Trabalho: Segunda a sexta-feira – das 08h às 12h e das 13h30 às 18h18. Modalidade: Presencial; Tipo de contratação: CLT";;;;;https://t.me/c/1191506085/172098;Empregos Joinville e Região;"‍♀ *Auxiliar Financeiro / Administrativo* Joinville – SC Benefícios:✅ Remuneração: R$ 2.000,00;✅ Vale Alimentação/Refeição;✅ Vale Transporte;✅ Oportunidade de desenvolvimento profissional;✅ Ambiente de trabalho colaborativo e organizado. Jornada de Trabalho: Segunda a sexta-feira – das 08h às 12h e das 13h30 às 18h18. Modalidade: Presencial; Tipo de contratação: CLT (Efetivo); Aponte a câmera do celular para o QR Code: ou Clique aqui para se candidatar: https://bedinconsulting.selecty.com.br/vaga/290/vaga-para-auxiliar-financeiro-administrativo-em-joinville-sc-brasil Para mais vagas, siga no Instagram: @encontrarh_bedintalent @bedinsolutions Site: www.bedinconsulting.com#AuxiliarFinanceiro #AuxiliarAdministrativo #Financeiro #Administrativo #VagasJoinville #EmpregoSC #Oportunidade #BedinTalent #EncontraRH #JoinvilleSC"
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;16:46;De Crescimento E Desenvolvimento Profissional;;Joinville/SC;Centro;R$ 2.200,00;;;;;(47) 98874-5301;;;;;;;https://t.me/c/1191506085/172084;Empregos Joinville e Região;VAGA DE EMPREGO – ASSISTENTE DE GERENTEA Vivenda do Camarão está com oportunidade aberta para Assistente de Gerente! Salário: R$ 2.200,00 + bonificações Escala: 6x1 Local de trabalho: Shopping Mueller – Centro, Joinville/SC Oportunidade de crescimento e desenvolvimento profissional. Interessados: entrar em contato pelo WhatsApp (47) 98874-5301.Venha fazer parte da nossa equipe!
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;16:46;Vagas De Mecânico Em;;Joinville/SC;Bucarein;;;;;;(47) 98879-0390;;;;;;;https://t.me/c/1191506085/172083;Empregos Joinville e Região;Vagas de mecânico em Auto CenterBairro: Bucarein WhatsApp: 47 98879-0390
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;16:46;Analista De Importação Jr;Tipo de;Joinville/SC;;R$ 4.000,00;de Trabalho: Segunda a sexta-feira, das 08h00 às 12h00 e das;CLT;;;;;"✅ Salário de R$ 4.000,00 a R$ 5.000,00;✅ Vale alimentação/refeição;✅ Vale-transporte;✅ Plano de saúde;✅ Plano odontológico;✅ Seguro de vida;✅ Auxílio creche;✅ Day off no aniversário;✅ Total Pass;✅ Estacionamento sem custo;✅ Convênio com instituições de ensino e SESC;✅ Infraestrutura com copa equipad";;;;;https://t.me/c/1191506085/172067;Empregos Joinville e Região;"‍ *Analista de Importação JR/PL* Joinville - SC Benefícios:✅ Salário de R$ 4.000,00 a R$ 5.000,00;✅ Vale alimentação/refeição;✅ Vale-transporte;✅ Plano de saúde;✅ Plano odontológico;✅ Seguro de vida;✅ Auxílio creche;✅ Day off no aniversário;✅ Total Pass;✅ Estacionamento sem custo;✅ Convênio com instituições de ensino e SESC;✅ Infraestrutura com copa equipada para refeições. Jornada de Trabalho: Segunda a sexta-feira, das 08h00 às 12h00 e das 13h30 às 18h00. Modalidade: Presencial; Tipo de contratação: CLT Efetivo. Aponte a câmera do celular para o QR Code: Clique aqui para se candidatar: https://bedinconsulting.selecty.com.br/vaga/291/vaga-para-analista-de-importacao-jrpl-em-joinville-sc-brasil Para mais vagas, siga no Instagram: @encontrarh_bedintalent @bedinsolutions Site: www.bedinconsulting.com#Importação #ComércioExterior #AnalistaDeImportação #VagasJoinville #Oportunidade #Emprego #BedinTalent #EncontraRH"
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;16:46;Vendedor;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/172061;Empregos Joinville e Região;https://jobs.recrutei.com.br/bm-vagas/vacancy/144561-vendedor-interno-televendas
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;16:46;Se Interessou Por;;Joinville/SC;;;;MEI;;;;;;;;;;https://t.me/c/1191506085/172035;Empregos Joinville e Região;Se interessou por essa vaga, clique aqui https://entrevista.starmindai.ai/ insira o código BRIT-PR1 e já faça sua primeira entrevista com nossa IA, SophIA. Boa sorte no processo.
ÚLTIMOS 7 DIAS;Operacional;JUNE/2026;22/06/2026;16:41;Motorista Entregador;;Joinville/SC;;R$ 3.750,00;;;Fundamental;;(47) 99938-9864;;• Almoço fornecido pela empresa• Caso opte por não utilizar o almoço, será acrescido R$ 150,00 ao salário mensal Atividades:• Carga e descarga de materiais de construção• Realização de entregas em obras• Atuação em Joinville e Araquari Requisitos:• Ensino Fundamental• Sexo masculino• Não fumante• Id;• Ensino Fundamental• Sexo masculino• Não fumante• Idade máxima de 50 anos Observação:• Não fornecemos vale-transporte• ⁠WhatsApp 47 99938-9864;• Carga e descarga de materiais de construção• Realização de entregas em obras• Atuação em Joinville e Araquari Requisitos:• Ensino Fundamental• Sexo masculino• Não fumante• Idade máxima de 50 anos Observação:• Não fornecemos vale-transporte• ⁠WhatsApp 47 99938-9864;;;https://t.me/c/1191506085/172027;Empregos Joinville e Região;VAGA: MOTORISTA ENTREGADOR – MATERIAIS DE CONSTRUÇÃOCategoria: C Local: Joinville/SC Horário:• Segunda a sexta-feira• Das 07h30 às 12h00 e das 13h30 às 18h00 Salário:• R$ 3.750,00 (salário bruto em carteira)• Descontos legais de INSS conforme legislação Benefícios:• Almoço fornecido pela empresa• Caso opte por não utilizar o almoço, será acrescido R$ 150,00 ao salário mensal Atividades:• Carga e descarga de materiais de construção• Realização de entregas em obras• Atuação em Joinville e Araquari Requisitos:• Ensino Fundamental• Sexo masculino• Não fumante• Idade máxima de 50 anos Observação:• Não fornecemos vale-transporte• ⁠WhatsApp 47 99938-9864
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;13:50;Vaga Para Polidor;;Joinville/SC;Pirabeiraba;R$ 2.250,00;;;;;;;✅ Salário: R$ 2.250,00 após experiência R$ 2.621,00✅ Adicional de Insalubridade: R$ 205,00✅ Vale Transporte: Passe de ônibus ou R$ 150,00✅ Prêmio Assiduidade: R$ 200,00 (se não houver faltas ou atrasos)✅ Refeição: Buffet na empresa Horário de Trabalho: Segunda a quinta: 07h15 - 17h10 Sexta-feira: 07;;"Auxiliar no processo de acabamento de puxadores de alumínio;Operar máquinas e equipamentos de produção conforme orientação;Realiza atividades de escovar e lixar em lixadeira e politriz;Apoiar a equipe de produção em tarefas diversas conforme necessidade Remuneração e Benefícios:✅ Salário: R$ 2.250,00 após experiência R$ 2.621,00✅ Adicional de Insalubridade: R$ 205,00✅ Vale Transporte: Passe de ôni";R$ 2.621,00✅ Adicional de Insalubridade: R$ 205,00✅ Vale Transporte: Passe de ônibus ou R$ 150,00✅ Prêmio Assiduidade: R$ 200,00 (se não houver faltas ou atrasos)✅ Refeição: Buffet na empresa Horário ;;https://t.me/c/1191506085/172013;Empregos Joinville e Região;"VAGA para POLIDOR – Região NortePrincipais Atividades:Auxiliar no processo de acabamento de puxadores de alumínio;Operar máquinas e equipamentos de produção conforme orientação;Realiza atividades de escovar e lixar em lixadeira e politriz;Apoiar a equipe de produção em tarefas diversas conforme necessidade Remuneração e Benefícios:✅ Salário: R$ 2.250,00 após experiência R$ 2.621,00✅ Adicional de Insalubridade: R$ 205,00✅ Vale Transporte: Passe de ônibus ou R$ 150,00✅ Prêmio Assiduidade: R$ 200,00 (se não houver faltas ou atrasos)✅ Refeição: Buffet na empresa Horário de Trabalho: Segunda a quinta: 07h15 - 17h10 Sexta-feira: 07h15 - 166h35(Com intervalo de 1 hora para almoço) Local de trabalho: 3Dhs Industrial. R: Alfredo Degenhardt, 301 - Pirabeiraba"
ÚLTIMOS 7 DIAS;Geral;JUNE/2026;22/06/2026;12:54;Vaga Para Inicio;Fornecida pela Empresa;Joinville/SC;;R$ 2250,00.;;;;;47 98489-5302;;;;;;;https://t.me/c/1191506085/172000;Empregos Joinville e Região;*VAGA PARA INICIO IMEDIATO*Segunda a Sexta Feira5:00 as 14:18 7:30 as 17:00*Salário:*R$ 2250,00.R$ 2300,00 *(Após 90 dias)**Prêmio Assiduidade:*•R$ 350,00 *(A partir da contratação)*. •Podendo chegar a R$500,00*(Conforme critérios estabelecidos pela empresa)**V.T ou Vale Combustível*(Não temos fretado)*Refeição:* Fornecida pela Empresa *(Sem custo para o funcionário)**Seguro de Vida:*Pago pela empresa*(Sem custo para o funcionário)*Interessados enviar o *PDF DA CARTEIRA DE TRABALHO* para 47 98489-5302

🟠 ÚLTIMOS 15 DIAS - 55 vagas

Período;Categoria;Mês Ref.;Data;Hora;Cargo;Empresa;Cidade;Bairro;Salário;Horário;Contrato;Escolaridade;Email;WhatsApp;Telefone;Benefícios;Requisitos;Atividades;Experiência;Link Vaga;Link Mensagem;Fonte;Descrição
